code_variable,name_variable,label_pergunta,tipo,is_dashboard,is_portal,is_average,is_percentage,is_absolute,label,categoria,subcategoria,modal
3.3.1.AU,Qual o percentual de Cofins incidente no serviço de transporte por monotrilho?,Qual o percentual de Cofins incidente no serviço de transporte por monotrilho?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Monotrilho),Custos,Monotrilho,Monotrilho
3.3.1.AV,Qual o percentual de outros impostos incidentes no serviço de transporte por monotrilho?,Qual o percentual de outros impostos incidentes no serviço de transporte por monotrilho?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Monotrilho),Custos,Monotrilho,Monotrilho
3.3.1.AW,Quais outros impostos incidem no serviço de transporte por monotrilho?,Quais outros impostos incidem no serviço de transporte por monotrilho?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Monotrilho),Custos,Monotrilho,Monotrilho
3.3.1.AX,Quais os impostos incidentes no serviço de transporte por aeromóvel?,Quais os impostos incidentes no serviço de transporte por aeromóvel?,numeric,1,1,0,0,1,NA,NA,NA,NA
3.3.1.AY,Qual o percentual de ISS incidente no serviço de transporte por aeromóvel?,Qual o percentual de ISS incidente no serviço de transporte por aeromóvel?,numeric,1,1,0,1,0,Impostos e taxas - Alíquota ISS (Aeromóvel),Custos,Aeromóvel,Aeromóvel
3.3.1.AZ,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por aeromóvel?,Qual o percentual de Taxa de Gerenciamento incidente no serviço de transporte por aeromóvel?,numeric,1,1,0,1,0,Impostos e Taxas - Taxa de Gerenciamento (Aeromóvel),Custos,Aeromóvel,Aeromóvel
3.3.1.BA,Qual o percentual de PIS incidente no serviço de transporte por aeromóvel?,Qual o percentual de PIS incidente no serviço de transporte por aeromóvel?,numeric,1,1,0,1,0,Impostos e Taxas - PIS (Aeromóvel),Custos,Aeromóvel,Aeromóvel
3.3.1.BC,Qual o percentual de Cofins incidente no serviço de transporte por aeromóvel?,Qual o percentual de Cofins incidente no serviço de transporte por aeromóvel?,numeric,1,1,0,1,0,Impostos e Taxas - Cofins (Aeromóvel),Custos,Aeromóvel,Aeromóvel
3.3.1.BD,Qual o percentual de outros impostos incidentes no serviço de transporte por aeromóvel?,Qual o percentual de outros impostos incidentes no serviço de transporte por aeromóvel?,numeric,1,1,0,1,0,Impostos e Taxas - Alíquota Outros Impostos (Aeromóvel),Custos,Aeromóvel,Aeromóvel
3.3.1.BE,Quais outros impostos incidem no serviço de transporte por aeromóvel?,Quais outros impostos incidem no serviço de transporte por aeromóvel?,numeric,1,1,0,0,1,Impostos e Taxas - Outros Impostos (Aeromóvel),Custos,Aeromóvel,Aeromóvel
3.4.1.A,Qual o número de passageiros comuns transportados no serviço de transporte por ônibus em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por ônibus no ano?,numeric,1,1,0,0,1,Passageiros de Ônibus (Comum),Demanda,Ônibus,Ônibus
3.4.1.B,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por ônibus em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por ônibus no ano?,numeric,1,1,0,0,1,Passageiros de Ônibus (Vale Transporte),Demanda,Ônibus,Ônibus
3.4.1.C,Qual o número de estudantes transportados no serviço de transporte por ônibus em 2023?,Qual o número de estudantes transportados no serviço de transporte por ônibus no ano?,numeric,1,1,0,0,1,Passageiros de Ônibus (Estudante),Demanda,Ônibus,Ônibus
3.4.1.D,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por ônibus em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por ônibus no ano?,numeric,1,1,0,0,1,Passageiros de Ônibus (Integração),Demanda,Ônibus,Ônibus
3.4.1.E,Qual o número de gratuidades no serviço de transporte por ônibus em 2023?,Qual o número de gratuidades no serviço de transporte por ônibus no ano?,numeric,1,1,0,0,1,Passageiros de Ônibus (Gratuidade),Demanda,Ônibus,Ônibus
3.4.1.F,Qual o número de passageiros equivalentes transportados no serviço de transporte por ônibus em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por ônibus no ano?,numeric,1,1,0,0,1,Passageiros de Ônibus (Equivalentes),Demanda,Ônibus,Ônibus
3.4.1.G,Qual o número de passageiros comuns transportados no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por vans/microônibus no ano?,numeric,1,1,0,0,1,Passageiros de Vans/Microônibus (Comum),Demanda,Vans/Microônibus,Microônibus
3.4.1.H,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por vans/microônibus no ano?,numeric,1,1,0,0,1,Passageiros de Vans/Microônibus (Vale Transporte),Demanda,Vans/Microônibus,Microônibus
3.4.1.I,Qual o número de estudantes transportados no serviço de transporte por vans/microônibus em 2023?,Qual o número de estudantes transportados no serviço de transporte por vans/microônibus no ano?,numeric,1,1,0,0,1,Passageiros de Vans/Microônibus (Estudante),Demanda,Vans/Microônibus,Microônibus
3.4.1.J,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por vans/microônibus no ano?,numeric,1,1,0,0,1,Passageiros de Vans/Microônibus (Integração),Demanda,Vans/Microônibus,Microônibus
3.4.1.K,Qual o número de gratuidades no serviço de transporte por vans/microônibus em 2023?,Qual o número de gratuidades no serviço de transporte por vans/microônibus no ano?,numeric,1,1,0,0,1,Passageiros de Vans/Microônibus (Gratuidade),Demanda,Vans/Microônibus,Microônibus
3.4.1.L,Qual o número de passageiros equivalentes transportados no serviço de transporte por vans/microônibus em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por vans/microônibus no ano?,numeric,1,1,0,0,1,Passageiros de Vans/Microônibus (Equivalentes),Demanda,Vans/Microônibus,Microônibus
3.4.1.M,Qual o número de passageiros comuns transportados no serviço de transporte por metrô em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por metrô no ano?,numeric,1,1,0,0,1,Passageiros de Metrô (Comum),Demanda,Metrô,Metrô
3.4.1.N,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por metrô em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por metrô no ano?,numeric,1,1,0,0,1,Passageiros de Metrô (Vale Transporte),Demanda,Metrô,Metrô
3.4.1.O,Qual o número de estudantes transportados no serviço de transporte por metrô em 2023?,Qual o número de estudantes transportados no serviço de transporte por metrô no ano?,numeric,1,1,0,0,1,Passageiros de Metrô (Estudante),Demanda,Metrô,Metrô
3.4.1.P,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por metrô em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por metrô no ano?,numeric,1,1,0,0,1,Passageiros de Metrô (Integração),Demanda,Metrô,Metrô
3.4.1.Q,Qual o número de gratuidades no serviço de transporte por metrô em 2023?,Qual o número de gratuidades no serviço de transporte por metrô no ano?,numeric,1,1,0,0,1,Passageiros de Metrô (Gratuidade),Demanda,Metrô,Metrô
3.4.1.R,Qual o número de passageiros equivalentes transportados no serviço de transporte por metrô em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por metrô no ano?,numeric,1,1,0,0,1,Passageiros de Metrô (Equivalentes),Demanda,Metrô,Metrô
3.4.1.S,Qual o número de passageiros comuns transportados no serviço de transporte por trem em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por trem no ano?,numeric,1,1,0,0,1,Passageiros de Trem (Comum),Demanda,Trem,Trem
3.4.1.T,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por trem em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por trem no ano?,numeric,1,1,0,0,1,Passageiros de Trem (Vale Transporte),Demanda,Trem,Trem
3.4.1.U,Qual o número de estudantes transportados no serviço de transporte por trem em 2023?,Qual o número de estudantes transportados no serviço de transporte por trem no ano?,numeric,1,1,0,0,1,Passageiros de Trem (Estudante),Demanda,Trem,Trem
3.4.1.V,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por trem em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por trem no ano?,numeric,1,1,0,0,1,Passageiros de Trem (Integração),Demanda,Trem,Trem
3.4.1.W,Qual o número de gratuidades no serviço de transporte por trem em 2023?,Qual o número de gratuidades no serviço de transporte por trem no ano?,numeric,1,1,0,0,1,Passageiros de Trem (Gratuidade),Demanda,Trem,Trem
3.4.1.X,Qual o número de passageiros equivalentes transportados no serviço de transporte por trem em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por trem no ano?,numeric,1,1,0,0,1,Passageiros de Trem (Equivalentes),Demanda,Trem,Trem
3.4.1.Y,Qual o número de passageiros comuns transportados no serviço de transporte por barco em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por barco no ano?,numeric,1,1,0,0,1,Passageiros de Barco (Comum),Demanda,Barco,Barco
3.4.1.Z,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por barco em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por barco no ano?,numeric,1,1,0,0,1,Passageiros de Barco (Vale Transporte),Demanda,Barco,Barco
3.4.1.AA,Qual o número de estudantes transportados no serviço de transporte por barco em 2023?,Qual o número de estudantes transportados no serviço de transporte por barco no ano?,numeric,1,1,0,0,1,Passageiros de Barco (Estudante),Demanda,Barco,Barco
3.4.1.AB,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por barco em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por barco no ano?,numeric,1,1,0,0,1,Passageiros de Barco (Integração),Demanda,Barco,Barco
3.4.1.AC,Qual o número de gratuidades no serviço de transporte por barco em 2023?,Qual o número de gratuidades no serviço de transporte por barco no ano?,numeric,1,1,0,0,1,Passageiros de Barco (Gratuidade),Demanda,Barco,Barco
3.4.1.AD,Qual o número de passageiros equivalentes transportados no serviço de transporte por barco em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por barco no ano?,numeric,1,1,0,0,1,Passageiros de Barco (Equivalentes),Demanda,Barco,Barco
3.4.1.AE,Qual o número de passageiros comuns transportados no serviço de transporte por VLT em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por VLT no ano?,numeric,1,1,0,0,1,Passageiros de VLT (Comum),Demanda,VLT,VLT
3.4.1.AF,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por VLT em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por VLT no ano?,numeric,1,1,0,0,1,Passageiros de VLT (Vale Transporte),Demanda,VLT,VLT
3.4.1.AG,Qual o número de estudantes transportados no serviço de transporte por VLT em 2023?,Qual o número de estudantes transportados no serviço de transporte por VLT no ano?,numeric,1,1,0,0,1,Passageiros de VLT (Estudante),Demanda,VLT,VLT
3.4.1.AH,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por VLT em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por VLT no ano?,numeric,1,1,0,0,1,Passageiros de VLT (Integração),Demanda,VLT,VLT
3.4.1.AI,Qual o número de gratuidades no serviço de transporte por VLT em 2023?,Qual o número de gratuidades no serviço de transporte por VLT no ano?,numeric,1,1,0,0,1,Passageiros de VLT (Gratuidade),Demanda,VLT,VLT
3.4.1.AJ,Qual o número de passageiros equivalentes transportados no serviço de transporte por VLT em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por VLT no ano?,numeric,1,1,0,0,1,Passageiros de VLT (Equivalentes),Demanda,VLT,VLT
3.4.1.AK,Qual o número de passageiros comuns transportados no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por monotrilho no ano?,numeric,1,1,0,0,1,Passageiros de Monotrilho (Comum),Demanda,Monotrilho,Monotrilho
3.4.1.AL,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por monotrilho no ano?,numeric,1,1,0,0,1,Passageiros de Monotrilho (Vale Transporte),Demanda,Monotrilho,Monotrilho
3.4.1.AM,Qual o número de estudantes transportados no serviço de transporte por monotrilho em 2023?,Qual o número de estudantes transportados no serviço de transporte por monotrilho no ano?,numeric,1,1,0,0,1,Passageiros de Monotrilho (Estudante),Demanda,Monotrilho,Monotrilho
3.4.1.AN,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por monotrilho no ano?,numeric,1,1,0,0,1,Passageiros de Monotrilho (Integração),Demanda,Monotrilho,Monotrilho
3.4.1.AO,Qual o número de gratuidades no serviço de transporte por monotrilho em 2023?,Qual o número de gratuidades no serviço de transporte por monotrilho no ano?,numeric,1,1,0,0,1,Passageiros de Monotrilho (Gratuidade),Demanda,Monotrilho,Monotrilho
3.4.1.AP,Qual o número de passageiros equivalentes transportados no serviço de transporte por monotrilho em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por monotrilho no ano?,numeric,1,1,0,0,1,Passageiros de Monotrilho (Equivalentes),Demanda,Monotrilho,Monotrilho
3.4.1.AQ,Qual o número de passageiros comuns transportados no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros comuns transportados no serviço de transporte por aeromóvel no ano?,numeric,1,1,0,0,1,Passageiros de Aeromóvel (Comum),Demanda,Aeromóvel,Aeromóvel
3.4.1.AR,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros transportados com Vale Transporte no serviço de transporte por aeromóvel no ano?,numeric,1,1,0,0,1,Passageiros de Aeromóvel (Vale Transporte),Demanda,Aeromóvel,Aeromóvel
3.4.1.AS,Qual o número de estudantes transportados no serviço de transporte por aeromóvel em 2023?,Qual o número de estudantes transportados no serviço de transporte por aeromóvel no ano?,numeric,1,1,0,0,1,Passageiros de Aeromóvel (Estudante),Demanda,Aeromóvel,Aeromóvel
3.4.1.AT,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros transportados com integração tarifária no serviço de transporte por aeromóvel no ano?,numeric,1,1,0,0,1,Passageiros de Aeromóvel (Integração),Demanda,Aeromóvel,Aeromóvel
3.4.1.AU,Qual o número de gratuidades no serviço de transporte por aeromóvel em 2023?,Qual o número de gratuidades no serviço de transporte por aeromóvel no ano?,numeric,1,1,0,0,1,Passageiros de Aeromóvel (Gratuidade),Demanda,Aeromóvel,Aeromóvel
3.4.1.AV,Qual o número de passageiros equivalentes transportados no serviço de transporte por aeromóvel em 2023?,Qual o número de passageiros equivalentes transportados no serviço de transporte por aeromóvel no ano?,numeric,1,1,0,0,1,Passageiros de Aeromóvel (Equivalentes),Demanda,Aeromóvel,Aeromóvel
3.5.1,Quais categorias de passageiros recebem desconto no valor da tarifa do serviço de transporte público no município?,Quais categorias de passageiros recebem desconto no valor da tarifa do serviço de transporte público no município?,text,0,0,0,0,0,Categorias Desconto,Tarifa,NA,NA
3.5.1.A,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros de baixa renda?,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros de baixa renda?,numeric,0,0,0,1,0,Baixa Renda - Percentual de Desconto,Tarifa,Subsídios,NA
3.5.1.AA,Qual a renda máxima das pessoas de baixa renda que recebem desconto na no valor da tarifa? (Em salários mínimos),Qual a renda máxima das pessoas de baixa renda que recebem desconto na no valor da tarifa? (Em salários mínimos),numeric,0,0,0,0,1,Baixa Renda - Classificação,Tarifa,NA,NA
3.5.1.B,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com idade de 60 a 64 anos?,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com idade de 60 a 64 anos?,numeric,0,0,0,1,0,Idosos - Tarifa Paga,Tarifa,Subsídios,NA
3.5.1.C,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com deficiência e mobilidade reduzida?,Qual o percentual de desconto sobre a valor da tarifa pago pelos passageiros com deficiência e mobilidade reduzida?,numeric,0,0,0,1,0,Deficientes - Tarifa Paga,Tarifa,Subsídios,NA
3.5.1.D,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede pública de ensino?,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede pública de ensino?,numeric,0,0,0,1,0,Estudantes de Rede Pública - Percentual de Desconto,Tarifa,Subsídios,NA
3.5.1.E,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede privada de ensino?,Qual o percentual de desconto sobre a valor da tarifa pago pelos estudantes da rede privada de ensino?,numeric,0,0,0,1,0,Estudantes de Rede Privada - Percentual de Desconto,Tarifa,Subsídios,NA
3.6.1.A,Qual o valor da Bandeirada do transporte público individual (táxi) no município?,Qual o valor da Bandeirada do transporte público individual (táxi) no município?,numeric,1,1,0,0,1,Táxi - Valor da Bandeirada,Tarifa,Táxi,Táxi
3.6.1.B,"Qual o valor da Bandeirada 1 do serviço de táxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 1 do serviço de táxi, por quilômetro rodado, se houver?",numeric,0,0,0,0,1,Táxi - Valor da Bandeirada 1,Tarifa,Táxi,Táxi
3.6.1.C,"Qual o valor da Bandeirada 2 do serviço de táxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 2 do serviço de táxi, por quilômetro rodado, se houver?",numeric,0,0,0,0,1,Táxi - Valor da Bandeirada 2,Tarifa,Táxi,Táxi
3.6.1.D,"Qual o valor do serviço de táxi, por hora parada, se houver?","Qual o valor do serviço de táxi, por hora parada, se houver?",numeric,1,1,0,0,1,Táxi - Valor Hora Parada,Tarifa,Táxi,Táxi
3.6.1.E,"Qual o valor da tarifa aeroporto do serviço de táxi, se houver?","Qual o valor da tarifa aeroporto do serviço de táxi, se houver?",numeric,1,1,0,0,1,Táxi - Valor Tarifa Aeroporto,Tarifa,Táxi,Táxi
3.6.1.F,"Qual o valor da Bandeirada do serviço de mototáxi no município, se houver?","Qual o valor da Bandeirada do serviço de mototáxi no município, se houver?",numeric,1,1,0,0,1,Táxi - Valor da Bandeirada,Tarifa,Mototáxi,Mototáxi
3.6.1.G,"Qual o valor da Bandeirada 1 do serviço de mototáxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 1 do serviço de mototáxi, por quilômetro rodado, se houver?",numeric,0,0,0,0,1,Táxi - Valor da Bandeirada 1,Tarifa,Mototáxi,Mototáxi
3.6.1.H,"Qual o valor da Bandeirada 2 do serviço de mototáxi, por quilômetro rodado, se houver?","Qual o valor da Bandeirada 2 do serviço de mototáxi, por quilômetro rodado, se houver?",numeric,0,0,0,0,1,Táxi - Valor da Bandeirada 2,Tarifa,Mototáxi,Mototáxi
3.6.1.I,"Qual o valor do serviço de mototáxi, por hora parada, se houver?","Qual o valor do serviço de mototáxi, por hora parada, se houver?",numeric,1,1,0,0,1,Táxi - Valor Hora Parada,Tarifa,Mototáxi,Mototáxi
3.6.1.J,"Qual o valor da tarifa aeroporto do serviço de mototáxi, se houver?","Qual o valor da tarifa aeroporto do serviço de mototáxi, se houver?",numeric,1,1,0,0,1,Táxi - Valor Tarifa Aeroporto,Tarifa,Mototáxi,Mototáxi
3.7.1,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de ônibus no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de ônibus no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.1.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Operação (Ônibus),Custos,Ônibus,Ônibus
3.7.1.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Administrativo (Ônibus),Custos,Ônibus,Ônibus
3.7.1.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Combustível (Ônibus),Custos,Ônibus,Ônibus
3.7.1.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Depreciação (Ônibus),Custos,Ônibus,Ônibus
3.7.1.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por ônibus?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Ônibus,Ônibus
3.7.1.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por ônibus?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por ônibus?",numeric,1,1,0,1,0,"Custos (Ônibus) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Ônibus,Ônibus
3.7.1.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Impostos e Tributação (Ônibus),Custos,Ônibus,Ônibus
3.7.1.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Despesas Administrativas (Ônibus),Custos,Ônibus,Ônibus
3.7.1.I,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por ônibus?,numeric,1,1,0,1,0,Custos (Ônibus) - Outros insumos (Ônibus),Custos,Ônibus,Ônibus
3.7.1.J,"Se houver outros insumos, especificar:","Se houver outros insumos, especificar:",numeric,0,1,0,0,1,Outros insumos detalhamento (Ônibus),missing,Ônibus,Ônibus
3.7.2,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de vans/microônibus no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de vans/microônibus no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.2.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Operação (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Administrativo (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Combustível (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Depreciação (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por microônibus?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por van/microônibus?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por van/microônibus?",numeric,1,1,0,1,0,"Custos (Vans/Microônibus) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Vans/Microônibus,Microônibus
3.7.2.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Impostos e Tributação (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Despesas Administrativas (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.2.I,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,Outros insumos dizem respeito a qual percentual da planilha de custos do serviço por vans/microônibus?,numeric,1,1,0,1,0,Custos (Vans/Microônibus) - Outros insumos (Ônibus),Custos,Vans/Microônibus,Microônibus
3.7.3,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de metrô no município?,É utilizada planilha de custos para reajuste ou revisão da tarifa do serviço de metrô no município?,binary,0,0,0,0,0,NA,NA,NA,NA
3.7.3.A,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por metrô?,Mão de obra 1 (operação) diz respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Operação (Ônibus),Custos,Metrô,Metrô
3.7.3.B,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por metrô?,Mão de obra 2 (administrativo) diz respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Administrativo (Ônibus),Custos,Metrô,Metrô
3.7.3.C,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Combustíveis dizem respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Combustível (Ônibus),Custos,Metrô,Metrô
3.7.3.D,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por metrô?,Depreciação de veículos diz respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Depreciação (Ônibus),Custos,Metrô,Metrô
3.7.3.E,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por metrô?,Remuneração pela prestação do serviço diz respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Remuneração pelo Serviço Prestado (Ônibus),Custos,Metrô,Metrô
3.7.3.F,"Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por metrô?","Peças, acessórios e material de rodagem dizem respeito a qual percentual da planilha de custos do serviço por metrô?",numeric,1,1,0,1,0,"Custos (Metrô) - Peças, acessórios e material de rodagem (Ônibus)",Custos,Metrô,Metrô
3.7.3.G,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Impostos e tributação dizem respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Impostos e Tributação (Ônibus),Custos,Metrô,Metrô
3.7.3.H,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por metrô?,Despesas administrativas dizem respeito a qual percentual da planilha de custos do serviço por metrô?,numeric,1,1,0,1,0,Custos (Metrô) - Despesas Administrativas (Ônibus),Custos,Metrô,Metrô
